,filename,label,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,embedding_10,embedding_11,embedding_12,embedding_13,embedding_14,embedding_15,embedding_16,embedding_17,embedding_18,embedding_19,embedding_20,embedding_21,embedding_22,embedding_23,embedding_24,embedding_25,embedding_26,embedding_27,embedding_28,embedding_29,embedding_30,embedding_31,embedding_32,embedding_33,embedding_34,embedding_35,embedding_36,embedding_37,embedding_38,embedding_39,embedding_40,embedding_41,embedding_42,embedding_43,embedding_44,embedding_45,embedding_46,embedding_47,embedding_48,embedding_49,embedding_50,embedding_51,embedding_52,embedding_53,embedding_54,embedding_55,embedding_56,embedding_57,embedding_58,embedding_59,embedding_60,embedding_61,embedding_62,embedding_63
10,ecg_window_42_0_0.npz,0,-0.7200248,0.41893294,-0.72189856,-0.18211776,-1.043263,-0.85029984,-0.01428415,0.6068385,-0.24154285,1.1258214,1.1622359,-0.6606984,-1.0962373,-0.45657176,0.33009884,-0.58509564,-0.6733169,-0.35624164,-0.8264435,0.67904764,-0.6113159,1.2477273,0.15420848,0.16479026,-0.20900616,-0.59514254,0.25412446,0.23969255,0.07911947,-0.015890067,-0.00090340216,-0.6666256,1.0455914,-0.70476526,-0.11762978,-0.43816325,-0.25494573,0.7810572,-0.087273836,0.13463332,-0.5405773,-0.0008609631,-0.74506056,0.39574844,1.1558566,-0.4801336,-0.56500703,-0.26071185,0.25963354,-0.8063053,-0.6097587,0.8051923,1.1684628,-0.9512936,1.2107886,0.21917042,0.6757685,0.67705,1.025295,0.5835799,-1.0367949,0.21003151,-0.3713967,0.06403221
11,ecg_window_103_0_1.npz,1,0.43695015,-0.29394352,0.51840925,-1.5384979,-1.7504576,0.07358488,1.5790528,0.73975074,0.45112553,0.68006897,1.018603,-0.77746457,-1.0227841,0.0143993255,0.91425616,1.7078205,-0.5838238,-0.77707565,-0.17053637,-0.10372143,1.1804489,1.1181653,0.34277087,1.0670487,1.2363127,-0.6255833,-0.124086685,0.64256805,-1.0677419,-0.457893,0.2498862,-1.538047,-0.74441516,-0.91036624,0.34746987,-0.8408852,-0.23348957,0.8524625,0.8834888,-0.6698709,-1.089658,-0.97825974,-1.022709,-0.70722663,-0.07847622,-0.4706756,0.82741284,-1.6148477,0.51843053,-1.0633966,0.112091966,-0.07304022,0.8953459,-0.26247287,0.5563012,-1.0521995,-0.5713777,-0.82091916,0.91026115,1.0265049,-0.7366255,-0.42042357,-0.533806,0.25587553
12,ecg_window_52_0_0.npz,0,0.6474087,-0.23410031,-0.1491567,-1.5325737,-1.6470507,-0.66977876,0.3952013,0.65391225,0.108811796,1.2537134,1.0795208,-0.2892394,-1.0288616,-0.35524055,0.8203016,0.2503812,-0.76615036,-0.98656625,-0.65816116,2.1079395,0.52187675,1.6013811,0.6070941,0.057560094,0.6628581,-0.9400311,-0.34325048,0.67609525,0.44090813,0.3753235,-0.31421918,-1.6250683,1.4119022,-0.64379805,-1.4383469,-1.7489126,-0.24617083,0.53181624,0.078753665,0.027300952,-0.2838442,-1.1338459,-1.418202,-0.97898024,0.8555002,-1.5526892,0.2340439,-2.174445,-0.006118791,-0.7491445,-0.6874093,0.82159644,0.9521978,0.83944356,1.4884316,-0.053702533,0.011071019,0.21763642,1.3419827,0.80563307,-1.1114366,0.69714874,-1.6865879,-0.079735294
13,ecg_window_110_1_1.npz,1,-0.19087443,0.52491796,-0.8010127,-0.5813448,-0.5931815,0.49687186,1.6296027,0.8787102,0.27238008,0.25666472,0.9425864,-1.478744,-0.72165245,1.0208281,-1.0051712,2.486228,-0.5634273,-0.055165775,0.24697238,-1.9369067,0.62515366,0.5274457,-0.20743015,1.1957355,0.9795468,0.11025998,0.7410859,-0.53230065,-1.6415757,-1.2768853,0.03627157,0.2172515,-1.5420886,-1.1432959,1.2902062,0.8264252,-0.39980915,0.14391908,-0.053717706,-1.0111313,-1.0244678,-0.7668867,0.37406248,-0.9581143,-0.7054521,-0.5271237,1.6219159,0.5597276,0.89827466,-0.044347335,0.38283277,-0.21240269,0.6058832,-0.062398244,-0.7764031,-1.3039293,-1.0415828,-0.106038734,0.0048087114,0.6808823,-0.4054996,-1.0507247,0.5078304,0.53495634
14,ecg_window_41_1_0.npz,0,0.17842461,0.9704676,0.045887873,-0.7441767,-0.38576385,-0.0429939,0.9063484,1.2164001,-0.60184985,1.2688581,1.2635592,-0.054435767,-1.1914163,1.313088,-0.35052016,-0.6180901,-1.0817506,0.4461622,0.29254106,1.4869825,-0.16788173,1.2833693,0.6318182,0.36858177,0.16354346,-1.1486111,0.78124684,0.17793986,-0.6470973,-0.19071236,0.5764357,-0.6575845,0.83753794,-1.2787592,-1.4164921,-0.30431104,-0.09616871,-0.03283023,-0.4417496,-0.78380877,-1.7055705,-2.331858,-0.2945388,-0.43306395,0.84284925,-1.5382649,0.8516572,-1.4367869,0.72577494,0.08556397,-0.83588964,0.22951458,1.1341865,0.39011422,0.5381117,0.3911244,-0.6690911,0.39819723,1.0682814,-0.07721069,-1.044948,-0.18247084,-0.07733604,-0.07474122
15,ecg_window_100_1_1.npz,1,0.4279055,1.6851126,0.5032034,-1.2226202,0.69627523,-0.56269014,-0.34261507,1.5810609,-0.7653116,1.730218,1.5391783,0.71884614,-1.4526361,0.3682915,-2.3373778,-1.126322,-1.7243788,-0.22819082,0.6439743,1.7050925,-0.023680449,1.9137927,0.5404636,-1.3936583,-0.31795064,-2.187213,-0.7136908,-0.22008811,1.0458632,-1.1933981,-0.4993535,-1.1909775,1.998188,-1.4789715,-0.4420008,-0.35691965,-0.104574695,-1.5736879,-0.23535228,-0.07055533,-0.754745,-0.9828744,-0.20877478,-0.136991,0.4234235,-0.89621,0.14962767,-0.0877538,1.6060472,1.133732,-0.6636755,0.29428506,1.5442752,0.1823171,-0.19185224,1.0002252,0.28916094,0.9063805,1.3442235,-0.11366368,-1.9384015,-1.9732403,0.18089233,-0.689039
16,ecg_window_51_1_0.npz,0,-1.3627009,1.0250341,-0.18116544,0.48251352,-1.6251546,-0.39058185,0.644011,0.89910644,-0.2135436,0.8937403,0.862212,-1.1669812,-0.89649314,0.29514924,0.3592023,0.14287454,-0.336766,0.29177764,0.1752524,0.028356891,-0.80183226,0.5765014,-0.19707444,0.74624854,0.035325386,-0.06400639,1.1200101,0.0010206401,-1.147007,-0.118710585,0.6210021,-0.09565627,0.71060836,-0.9199066,-0.6931205,-0.5673705,0.3510053,1.0275513,-1.2741129,-1.0439812,-1.4920716,-1.6476507,0.75764203,0.7906801,0.6205765,-0.72763544,0.085153304,-0.16280055,0.15520239,-0.37971318,-0.5878659,0.92220503,1.0191778,-1.4307429,0.6460213,0.54441804,-0.57977813,0.54901165,1.0714526,-0.09604931,-0.2703513,0.35970226,0.16443194,0.16163972
17,ecg_window_178_2_0.npz,0,0.029226808,-0.8937126,-0.069451466,0.5902943,0.97899836,0.32928512,-1.2650417,0.74209857,-0.14581577,0.7446503,0.6345542,0.30639344,-0.6884595,-0.05054171,0.5970769,0.23986462,-0.973565,0.34469423,-1.4588267,-0.7899253,0.3995565,0.5680442,-1.0590166,-0.32403225,0.34808907,-0.5291152,-0.12422022,-0.17936066,1.1700168,1.7177849,0.38491914,0.9013168,-0.24555257,-0.43233725,1.3806605,0.800656,-0.11662463,0.4605586,-0.29973382,0.020203818,1.9903643,1.4735851,0.4710357,-0.59838575,-0.44746515,1.1074947,-0.40229833,0.9499568,0.89313304,-0.014523269,0.55798274,-0.48216695,0.6773672,0.056973107,0.048582572,-0.20467384,0.2563948,0.3032357,0.8714333,-0.9308554,-0.92773294,0.8185426,-0.24990405,-0.106766105
18,ecg_window_29_2_1.npz,1,0.17175904,-0.30720633,1.3378719,-0.30785245,1.0930979,0.038467236,-2.3145902,1.261472,0.3920766,1.5320466,1.1581441,0.5889738,-1.3622166,-0.17751892,0.46567932,-0.94592655,-1.7869097,-0.5856612,0.53591037,-0.19363447,0.024444336,1.5248935,0.08245138,-1.8777064,-0.9337487,-2.0495226,-1.6941376,0.05554546,2.2920976,0.41458955,-0.87865466,0.46355292,0.34544343,-0.86924356,-0.12891555,-0.73353094,-0.2622146,-0.86428183,0.49888277,0.3668095,1.4120381,1.6991705,0.28611293,0.26887468,-0.24329099,0.9921803,-0.9659861,0.75248504,1.4658663,0.40730107,0.17955267,-0.19148946,1.2900841,-0.40654767,0.5241421,0.3388963,1.1212907,-0.34790578,1.8438244,-0.38162923,-1.979937,-0.32784778,-0.60433,0.075576626
19,ecg_window_168_2_0.npz,0,-0.6515801,0.23335971,0.41338503,1.3666142,-0.5316365,-0.7515408,-0.75558746,0.5768576,-0.71829164,0.92079204,0.7365763,-0.34718913,-0.9140057,-0.63179165,1.0272923,-0.6261222,-0.60825986,0.6527627,-0.7581525,0.7167985,-0.9630133,0.7879898,-1.1198976,-0.42363176,-0.38612002,-0.1490366,0.40420318,0.012019509,0.37986317,1.5282774,0.08996901,0.30061477,0.9204607,-0.49228474,-0.3670462,-0.31415802,-0.17168032,1.1151574,-0.7811455,-0.28727996,0.12207782,-0.3127713,0.27146748,0.72793,1.098523,-0.057827193,-0.45500803,0.31806627,-0.13918845,-0.68031603,-0.54686725,1.1330829,0.87896407,-1.0806037,0.99615955,0.6976933,0.66281235,0.64613116,1.3884467,-0.2559688,-0.6660916,1.4450998,-0.39221436,-0.47890466
20,ecg_window_39_2_1.npz,1,0.30320686,0.26112962,1.4299349,-0.22085148,0.3956955,-0.7035441,-1.5463111,1.1469009,-0.742972,1.6563178,1.2253464,0.94006634,-1.292405,-0.6751022,-0.96791804,-1.4684623,-1.5167034,-0.2903479,-0.029731726,1.1829678,-0.21411698,1.7141886,0.22047569,-2.248699,0.031387024,-2.1090434,-1.0218154,0.3548745,2.124415,0.9556382,-0.83826846,-0.43833905,1.3712888,-0.9020543,-0.2672597,-0.20198527,-0.2976688,-0.6831579,0.41746387,0.20918201,0.46120727,-0.08964035,-0.2575468,-0.44648096,-0.24050291,-0.2940686,-0.15313502,-0.335436,1.090365,0.202889,-0.07266737,-0.16031924,1.5012329,-1.0894686,-0.23085274,0.49770072,0.5238726,-0.10854215,1.9335594,-0.3629908,-1.8098667,-0.053406727,-0.76671934,-0.2269182
21,ecg_window_135_2_1.npz,1,0.23546058,-1.059188,0.26534224,-0.14291053,-0.6145013,0.6167375,-0.58552575,0.49525055,-0.0136485305,0.67703545,0.5527411,-0.48485276,-0.7080099,-0.59205073,0.7968211,0.41219452,-0.5725333,0.19708629,-1.472171,-0.61747307,0.5994782,0.63765156,-0.19137824,0.3080537,0.87940127,0.025512038,0.24870685,0.6883798,0.41467205,1.0973175,-1.041793,0.5874539,-0.3066993,-0.41583177,1.3666714,0.33080062,-0.28376776,1.1520349,0.65203327,-0.4131441,1.4461174,0.74631935,-0.020112507,-1.1510589,-0.55685586,0.63348526,0.26180577,0.23557064,0.28161964,-0.4563602,-0.223852,-0.5391997,0.6382173,-0.27950084,-0.16898338,-1.0631485,-0.30795005,-0.36821476,0.8272877,-0.0001113522,-0.5634197,0.8704595,-1.0117741,0.9702778
22,ecg_window_64_2_0.npz,0,0.14045005,-0.5104884,1.2450888,0.24330239,0.117920086,-0.24754512,-1.4395171,1.047355,-0.8807534,1.4202766,1.0368509,1.1242155,-1.1316916,-0.2821849,-0.52663344,-1.530908,-1.4457628,-0.12172316,-0.012504709,1.0960824,-0.2369971,1.4986905,0.23682636,-2.0494595,-0.28271982,-1.7190429,-0.7119305,0.13503905,2.0017557,1.050567,-0.5393917,-0.1347551,0.88952,-0.78047585,-0.5170898,0.16968153,0.047736727,-0.36820802,0.12079944,0.07327559,0.9384448,-0.08461292,-0.15900123,-0.10341767,0.39197272,-0.28729984,-0.5974885,-0.3672691,0.8787753,0.23671304,0.10043715,0.7398238,1.2740412,-0.76276636,0.44106215,0.84575254,0.8557588,-0.05468731,1.7491649,-0.76042396,-1.5611395,0.70926684,-0.65928245,-0.2957003
23,ecg_window_125_2_1.npz,1,0.6475411,-1.6784292,-0.77425826,-0.2436852,-0.26561698,0.48750126,-0.6114216,0.4083037,0.2420818,0.9050136,0.6916362,-0.6545994,-0.83420753,-0.2572484,0.7625725,0.11660783,-0.6870931,0.24596263,-1.8852967,-0.31977758,0.22286785,0.75192934,0.23907192,-0.017058494,0.793784,-0.03692334,0.17260168,1.0596699,0.6033572,0.85232604,-0.6564229,1.2389436,-0.88441664,-0.45662534,1.3699204,0.046861738,-0.6048045,1.1513119,0.70537186,-0.18616535,0.9531599,1.0419686,-0.25348064,-1.0815741,-0.5762527,1.4947513,0.12172657,-0.42976624,0.37756875,-0.9013501,-0.3585087,-0.4205787,0.6620841,0.38670006,0.16737506,-0.72993547,-0.3153983,-0.24023597,0.83012146,-0.07135544,-0.6914049,0.7250605,-1.3091315,0.55623287
24,ecg_window_74_2_0.npz,0,-1.1727037,0.035652924,-0.35582957,2.2069166,0.53859025,-0.064778246,0.04145472,0.53893995,-0.12794584,0.2428578,0.37730178,-0.08869304,-0.51661897,-0.20094742,-1.2959636,-0.7499132,-0.32545838,0.75270486,-0.20900185,-0.48986006,-0.5695328,-0.0451058,-0.28541636,0.23935623,-0.49626562,0.45904538,1.2794166,-0.62933034,-0.5096257,0.3725573,0.23924075,0.8631425,-0.3845277,-0.5653929,0.6380363,1.442473,0.54689604,0.70292175,-0.07633993,-0.8533859,-0.38455918,-0.46975183,0.53825057,0.9551776,0.4334118,0.05572488,-0.24557762,0.9585131,0.19657987,0.65473795,0.72502905,-0.42542115,0.56658936,-1.5562793,-1.3587576,0.3684648,0.065685265,0.36214057,0.52442306,-0.7449835,-0.07121478,0.28130123,0.71125305,0.2128224
25,ecg_window_67_3_0.npz,0,0.20250286,-1.2397361,-0.08362751,0.10786301,-0.483129,0.28277263,-0.99743915,0.65044147,0.053980842,1.1817585,0.7114612,-0.16794965,-0.8965667,-0.71985203,0.11944243,-0.05408758,-0.88203806,-0.38416153,-1.0099621,-0.014917484,0.31049386,1.0507268,0.016101899,-0.47986096,0.39000627,-0.27656782,-0.3159764,0.8980564,1.1454015,1.0082667,-1.2091153,0.68706614,0.8703877,-0.48264417,0.7422471,0.09197414,-0.25028068,0.7931671,0.6633273,-0.26587608,0.86746657,1.0306495,-0.14559877,-0.93448234,-0.4229005,0.8753553,-0.26994103,0.08315681,0.3365703,-0.2834496,-0.37641582,0.17435385,0.9133285,-0.65253365,0.53541446,-0.16537917,0.4769648,-0.07264351,1.0219774,-0.06699619,-1.0264788,0.2999457,-1.2767526,0.21828578
26,ecg_window_77_3_0.npz,0,-0.48981827,-0.11183063,-0.029203149,0.67454433,0.23778842,0.26045156,-1.1732327,0.73756486,-0.65290266,0.87588507,0.7015599,-0.04029197,-0.7917981,-1.3189746,0.15711458,-0.24068463,-0.763746,0.08281248,-0.9377635,-0.16743599,0.299049,0.74703866,-0.91780996,-0.5098809,0.51288116,-0.4337536,-0.12495875,-0.19252415,1.0287586,1.9003851,-0.9259935,0.61182934,0.6427807,-0.4444072,1.0531619,0.6425252,-0.32036325,0.650632,-0.10658953,-0.12728976,1.874625,1.5460087,0.5490157,-0.49119213,-0.11426069,0.7321576,-0.37746733,1.2458965,0.5625232,0.11654549,0.2701952,-0.29103488,0.7525557,-0.91638196,0.009566372,-0.43868044,0.51162606,0.2653124,1.0955696,-0.30435252,-0.9205904,0.84317243,-0.4901062,-0.1648129
27,ecg_window_15_3_0.npz,0,-0.026941517,-1.2781932,0.08274353,0.2556781,-0.4589642,0.15306206,-1.0746802,0.43418074,-0.10902795,0.88023525,0.5431222,-0.13050175,-0.70573634,-0.611268,0.636739,-0.368282,-0.6147295,0.33603764,-1.5091385,-0.3632798,0.011734015,0.70392054,-0.47973952,-0.23819923,0.32379934,-0.043267507,-0.14312664,0.6406596,0.93499804,1.7353559,-0.95165616,0.6999692,0.020945529,-0.3013621,0.75191,0.5993855,-0.1600576,1.0843029,0.26228714,-0.14289832,1.43755,0.66705936,0.073170096,-0.5191234,0.049472995,0.8036057,-0.77107877,0.43868682,0.023302583,-0.33680716,-0.38185894,0.34617725,0.70535296,0.05199734,0.38097948,-0.32876518,0.2269998,0.082385816,1.1350147,-0.21010794,-0.7374937,1.2506107,-1.2086649,0.43708187
28,ecg_window_221_2_1.npz,1,-0.06658272,-0.83613473,0.120543644,0.5365326,-0.026665265,0.916848,-0.5306469,0.6587204,-0.18226464,0.59793043,0.6506853,-0.28805244,-0.71263766,-1.1698303,0.6021893,0.48664454,-0.75439334,-0.040530507,-1.0459658,-1.1753294,0.434419,0.4624808,-0.7412476,0.15906905,0.64038885,-0.07090664,0.409382,0.03972917,0.35465214,1.2241728,-0.43061745,0.5862648,-0.4990395,-0.5252649,1.7354711,1.2423898,-0.18757473,0.72556406,0.033053603,-0.40110838,1.6558825,1.0695636,0.2959667,-0.8420229,-0.3495874,0.07491829,-0.3537468,0.86155576,0.5985678,-0.31798646,0.08370771,-0.4579471,0.70231456,-1.085725,0.06956341,-0.5234145,0.24315345,-0.19783965,0.79988766,0.07258011,-0.7555369,0.74556154,-0.100441605,0.23546584
29,ecg_window_157_2_1.npz,1,-0.20671499,-0.23735808,-0.13531749,1.6388347,1.6051887,1.3511491,0.34083435,0.5926618,0.14297912,-0.13826956,0.28752652,-0.16705364,-0.5289646,-0.5766689,-1.5860555,-0.44427404,-0.5206403,0.47036096,0.41480675,-2.2593791,0.58550143,0.043448023,-0.16243641,0.8323097,0.0445587,0.15383364,0.21003208,-0.46360326,-1.1064572,0.23830259,0.5478724,0.82414454,-1.0028229,-0.72316873,1.2725948,2.4477205,-0.44389963,-0.1251563,1.2084688,-1.2586367,0.99288446,-0.53363585,-0.33640093,-0.7336582,-0.19804953,0.6331485,-0.06394726,1.0317942,0.688363,1.1930952,1.696576,-1.8417205,0.5044804,-0.7294933,-1.9160913,-0.8042656,-0.3550182,-0.43414614,0.06254334,0.06916192,-0.20564911,-0.40414152,0.8849967,0.3693061
